directory_year,reference_date,source_name,institution_name,region,city,facility_type,ownership,registration_type,registration_status,registration_number,address,phone,official_url,opening_date,annual_visitors,collection_count,exhibition_area_sqm,official_scale_score,data_confidence,match_status,match_type,match_score,institution_id,closest_existing_name,source_sheet,source_row,source_url
2025,2025-01-01,서울교육박물관,서울교육박물관,서울,종로구,박물관,공립,1종,O,서울-공립12-1996-01호,서울특별시 종로구 북촌로 5길 48,02-2022-5780,https://edumuseum.sen.go.kr,1994.06.10,114562.0,17527.0,524.0,79.3,1.0,matched,name_exact,1.0,49,서울교육박물관,박물관,34,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,서울상상나라,서울상상나라,서울,광진구,박물관,공립,1종,O,서울-공립12-1013-05호,서울특별시 광진구 능동로 216,02-6450-9500,https://www.seoulchildrensmuseum.org,2013.05.02,404503.0,99.0,2781.0,73.7,1.0,matched,name_exact,1.0,120,서울상상나라,박물관,35,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,서울생활사박물관,서울생활사박물관,서울,노원구,박물관,공립,1종,O,서울-공립12-2020-06호,서울특별시 노원구 동일로 174길 27,02-3399-2900,https://museum.seoul.go.kr/sulm/index.do,2019.09.26,280099.0,11033.0,1272.0,86.0,1.0,matched,name_exact,1.0,11,서울생활사박물관,박물관,36,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,서울약령시한의약박물관,서울약령시한의약박물관,서울,동대문구,박물관,공립,1종,O,서울-공립12-2007-03호,서울특별시 동대문구 약령중앙로 26,02-969-9241,https://kmedi.ddm.go.kr,2017.10.27,146227.0,1137.0,624.0,72.3,1.0,matched,name_exact,1.0,121,서울약령시한의약박물관,박물관,37,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,서울역사박물관,서울역사박물관,서울,종로구,박물관,공립,1종,O,서울-공립11-2003-02호,서울특별시 종로구 새문안로 55,02-724-0274~6,https://museum.seoul.go.kr,2002.05.21,754677.0,373422.0,6328.0,94.5,1.0,matched,name_exact,1.0,10,서울역사박물관,박물관,38,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,서울우리소리박물관,서울우리소리박물관,서울,종로구,박물관,공립,1종,O,서울-공립12-2020-05호,서울특별시 종로구 율곡로 96,02-742-2600,https://museum.seoul.go.kr/sekm,2019.11.21,127858.0,7869.0,576.0,77.3,1.0,matched,name_exact,1.0,23,서울우리소리박물관,박물관,39,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,성북선잠박물관,성북선잠박물관,서울,성북구,박물관,공립,2종,O,서울-공립21-2018-03호,서울특별시 성북구 성북로 96,02-744-0025,https://museum.sb.go.kr,2018.04.10,26727.0,491.0,161.0,46.8,1.0,matched,name_exact,1.0,106,성북선잠박물관,박물관,40,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,손기정기념관,손기정기념관,서울,중구,박물관,공립,1종,O,서울-공립12-2013-06호,서울특별시 중구 손기정로 101,02-364-1936,https://www.sonkeechung.com,2012.10.14,10772.0,5540.0,715.0,53.0,1.0,matched,name_exact,1.0,122,손기정기념관,박물관,41,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,송파책박물관,송파책박물관,서울,송파구,박물관,공립,1종,O,서울-공립12-2019-01호,서울특별시 송파구 송파대로 37길 77,02-2147-2486,https://www.bookmuseum.go.kr,2019.04.23,326464.0,22982.0,1040.0,87.8,1.0,matched,name_exact,1.0,123,송파책박물관,박물관,42,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,수도박물관,수도박물관,서울,성동구,박물관,공립,1종,O,서울-공립12-2008-11호,서울특별시 성동구 왕십리로 27,02-3146-5921,https://arisu.seoul.go.kr/arisumuseum,2008.04.24,109436.0,926.0,5941.0,74.4,1.0,matched,name_exact,1.0,124,수도박물관,박물관,43,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,암사동선사유적박물관,암사동선사유적박물관,서울,강동구,박물관,공립,1종,O,서울-공립12-2018-04호,서울특별시 강동구 올림픽로 875,02-3425-6520,https://sunsa.gangdong.go.kr,1988.08.30,110080.0,542.0,1687.0,71.3,1.0,matched,name_exact,1.0,125,암사동선사유적박물관,박물관,44,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,용산역사박물관,용산역사박물관,서울,용산구,박물관,공립,1종,O,서울-공립12-2022-01호,서울특별시 용산구 한강대로 14길 35-29,02-2199-7270,https://museum.yongsan.go.kr,2022.03.23,57439.0,5564.0,1104.96,72.4,1.0,matched,name_exact,1.0,126,용산역사박물관,박물관,45,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,은평역사한옥박물관,은평역사한옥박물관,서울,은평구,박물관,공립,1종,O,서울-공립12-2014-04호,서울특별시 은평구 연서로 50길 8,02-351-8556,https://museum.ep.go.kr,2014.10.07,67964.0,4388.0,788.0,71.8,1.0,matched,name_exact,1.0,109,은평역사한옥박물관,박물관,46,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,청계천박물관,청계천박물관,서울,성동구,박물관,공립,1종,O,서울-공립12-2008-02호,서울특별시 성동구 청계천로 530,02-2286-3410,https://museum.seoul.go.kr/cgcm/index.do,2005.09.26,147522.0,4687.0,1552.0,79.8,1.0,matched,name_exact,1.0,12,청계천박물관,박물관,47,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,한성백제박물관,한성백제박물관,서울,송파구,박물관,공립,1종,O,서울-공립11-2011-04호,서울특별시 송파구 위례성대로 71,02-2152-5800,https://baekjemuseum.seoul.go.kr,2012.04.30,637000.0,91167.0,2715.8,93.0,1.0,matched,name_exact,1.0,15,한성백제박물관,박물관,48,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,허준박물관,허준박물관,서울,강서구,박물관,공립,1종,O,서울-공립12-2005-03호,서울특별시 강서구 허준로 87,02-3661-8686,https://culture.gangseo.seoul.kr,2005.03.23,46365.0,2655.0,1522.0,68.8,1.0,matched,name_exact,1.0,103,허준박물관,박물관,49,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,종로구립 고희동미술관,종로구립 고희동미술관,서울,종로구,박물관,공립,2종,O,서울-공립21-2017-04호,서울특별시 종로구 창덕궁5길 40,02-741-8424,https://www.jfac.or.kr/site/main/home,2012.11.23,27383.0,337.0,83.0,45.4,1.0,matched,name_exact,1.0,108,종로구립 고희동미술관,박물관,50,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,G밸리산업박물관,G밸리산업박물관,서울,구로구,박물관,공립,1종,O,서울-공립12-2022-02호,서울특별시 구로구 디지털로 26길 38 G타워 3층,02-6734-6900~1,https://www.seoul.go.kr/museumg/index.do,2021.11.01,22000.0,2416.0,2151.0,60.6,1.0,matched,name_exact,1.0,127,G밸리산업박물관,박물관,51,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,성북근현대문학관,성북근현대문학관,서울,성북구,박물관,공립,1종,O,서울-공립12-2024-01호,서울특별시 성북구 성북로 21길 24,02-2241-1939,https://www.instagram.com/.culturalspace264?igsh=YmtiZWwwZzg5NTN2,2024.03.19,11314.0,844.0,193.637,43.5,1.0,matched,name_exact,1.0,128,성북근현대문학관,박물관,52,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,가회민화박물관,가회민화박물관,서울,종로구,박물관,사립,1종,O,서울-사립12-2003-05호,서울특별시 종로구 북촌로 52,02-741-0466,https://www.gahoemuseum.org,2002.07.01,26650.0,6656.0,110.0,53.9,1.0,matched,name_exact,1.0,130,가회민화박물관,박물관,54,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,간송박물관,간송박물관,서울,성북구,박물관,사립,1종,O,서울-사립12-2019-02호,서울특별시 성북구 성북로 102-11,02-744-7830,https://kansong.org,1938.07.05,41085.0,283.0,177.0,48.7,1.0,matched,name_exact,1.0,131,간송박물관,박물관,55,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,경기여자고등학교 경운박물관,경기여자고등학교 경운박물관,서울,강남구,박물관,사립,1종,O,서울-사립12-2006-02호,서울특별시 강남구 삼성로 29,02-3463-1336,https://kwmuseum.org,2003.04.15,5000.0,13187.0,339.0,44.6,1.0,matched,name_exact,1.0,749,경기여자고등학교 경운박물관,박물관,56,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,고촌이종근기념관,고촌이종근기념관,서울,서대문구,박물관,사립,2종,O,서울-사립21-2015-01호,서울특별시 서대문구 충정로 8,02-365-6940,https://www.kochonhall.or.kr,2013.11.12,2655.0,119.0,200.0,20.1,1.0,matched,name_exact,1.0,750,고촌이종근기념관,박물관,57,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,관문사성보 박물관,관문사성보 박물관,서울,서초구,박물관,사립,1종,O,서울-사립12-2006-06호,서울특별시 서초구 바우뫼로 7길111,02-3460-5300,https://www.gwanmunsa.org,2006.10.01,1000.0,900.0,270.0,23.3,1.0,matched,name_exact,1.0,751,관문사성보 박물관,박물관,58,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,기생충박물관,기생충박물관,서울,강서구,박물관,사립,1종,O,서울-사립12-2018-02호,서울특별시 강서구 화곡로 333,02-2601-3284,https://www.parasite.or.kr,2017.12.19,5743.0,12082.0,320.0,45.1,1.0,matched,name_exact,1.0,752,기생충박물관,박물관,59,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,김달진미술자료박물관,김달진미술자료박물관,서울,종로구,박물관,사립,2종,O,서울-사립21-2008-04호,서울특별시 종로구 홍지문 1길 4,02-730-6216,https://daljinmuseum.com,2008.03.19,2781.0,4096.0,88.0,30.2,1.0,matched,name_exact,1.0,132,김달진미술자료박물관,박물관,60,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,꼭두박물관(휴관),꼭두박물관(휴관),서울,종로구,박물관,사립,1종,O,서울-사립12-2010-05호,"서울특별시 종로구 동숭길 122, 동숭아트센터 2층",02-766-3315,https://www.kokdumuseum.com,2010.04.29,0.0,13632.0,143.0,26.7,1.0,matched,name_exact,1.0,753,꼭두박물관(휴관),박물관,61,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,농협 농업박물관,농업박물관,서울,중구,박물관,사립,1종,O,서울-사립12-1987-01호,서울특별시 중구 새문안로 16,02-2080-5727,https://www.agrimuseum.or.kr:472,1987.11.18,103189.0,3415.0,2753.0,73.4,1.0,matched,name_exact,1.0,53,농업박물관,박물관,62,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,다문화박물관,다문화박물관,서울,은평구,박물관,사립,1종,O,서울-사립12-2014-01호,서울특별시 은평구 불광로 135,02-323-6848,https://www.multiculturemuseum.com,2002.10.17,10000.0,9000.0,1046.12,51.4,1.0,matched,name_exact,1.0,754,다문화박물관,박물관,63,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,도산안창호기념관,도산안창호기념관,서울,강남구,박물관,사립,2종,O,서울-사립21-2001-03호,서울특별시 강남구 도산대로 45길 20,02-541-1800,https://www.ahnchangho.or.kr,1998.11.09,50265.0,6260.0,143.0,58.3,1.0,matched,name_exact,1.0,755,도산안창호기념관,박물관,64,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,떡박물관,떡박물관,서울,종로구,박물관,사립,1종,O,서울-사립12-2007-07호,서울특별시 종로구 돈화문로 71,02-741-5447,https://www.tkmuseum.or.kr,2002.01.19,3571.0,3155.0,461.96,38.2,1.0,matched,name_exact,1.0,756,떡박물관,박물관,65,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,롯데월드 민속박물관,롯데월드 민속박물관,서울,송파구,박물관,사립,1종,O,서울-사립12-1993-02호,서울특별시 송파구 올림픽로 240,02-411-4764,https://adventure.lotteworld.com/museum,1989.01.14,268633.0,778.0,3600.0,75.1,1.0,matched,name_exact,1.0,757,롯데월드 민속박물관,박물관,66,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,매헌윤봉길의사기념관,매헌윤봉길의사기념관,서울,서초구,박물관,사립,2종,O,서울-사립21-2020-03호,서울특별시 서초구 매헌로 99 매헌기념관,02-578-3388,https://www.yunbonggil.or.k,1988.12.01,78098.0,594.0,617.0,58.6,1.0,matched,name_exact,1.0,758,매헌윤봉길의사기념관,박물관,67,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,명인박물관,명인박물관,서울,종로구,박물관,사립,2종,O,서울-사립21-2008-05호,서울특별시 종로구 북촌로 6길 1,02-766-0272,,2008.03.19,963.0,700.0,90.0,17.1,1.0,matched,name_exact,1.0,759,명인박물관,박물관,68,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,목인박물관 목석원,목인박물관 목석원,서울,종로구,박물관,사립,1종,O,서울-사립12-2005-09호,서울특별시 종로구 창의문로 5다길 27-4,02-722-5055,https://www.mokinmuseum.com,2006.03.23,10386.0,12419.0,2038.0,55.3,1.0,matched,name_exact,1.0,133,목인박물관 목석원,박물관,69,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,뮤지엄김치간,뮤지엄김치간,서울,종로구,박물관,사립,1종,O,서울-사립12-1993-03호,"서울특별시 종로구 인사동길 35-4, 인사동마루 본관 4~6층",02-2088-8531,https://www.kimchikan.com,1986.09.29,36061.0,476.0,296.0,50.3,1.0,matched,name_exact,1.0,134,뮤지엄김치간,박물관,70,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,박을복자수박물관,박을복자수박물관,서울,강북구,박물관,사립,1종,O,서울-사립12-2010-01호,서울특별시 강북구 삼양로 149가길 53,02-990-7000,https://www.embromuseum.com,2002.05.25,1008.0,272.0,152.0,18.1,1.0,matched,name_exact,1.0,760,박을복자수박물관,박물관,71,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,배재학당역사박물관,배재학당역사박물관,서울,중구,박물관,사립,1종,O,서울-사립12-2008-14호,서울특별시 중구 서소문로 11길 19,02-319-5578,https://www.pcu.ac.kr/appenzeller,2008.07.24,20012.0,6704.0,633.0,55.1,1.0,matched,name_exact,1.0,761,배재학당역사박물관,박물관,72,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,백범김구기념관,백범김구기념관,서울,용산구,박물관,사립,1종,O,서울-사립12-2003-06호,서울특별시 용산구 임정로 26,02-799-3400,https://www.kimkoomuseum.org,2002.10.22,110096.0,796.0,1788.0,68.8,1.0,matched,name_exact,1.0,762,백범김구기념관,박물관,73,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,보나장신구박물관(휴관),보나장신구박물관(휴관),서울,종로구,박물관,사립,1종,O,서울-사립12-2006-01호,서울특별시 종로구 인사동 9길 9,02-732-6621,https://www.bonamuseum.com,2003.10.05,0.0,15000.0,281.0,28.6,1.0,matched,name_exact,1.0,763,보나장신구박물관(휴관),박물관,74,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,북촌동양문화박물관,북촌동양문화박물관,서울,종로구,박물관,사립,1종,O,서울-사립12-2009-02호,서울특별시 종로구 북촌로 11길 76,02-723-0190,https://blog.naver.com/baamuseum,2009.06.01,95151.0,8520.0,235.06,68.6,1.0,matched,name_exact,1.0,764,북촌동양문화박물관,박물관,75,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
2025,2025-01-01,북촌박물관,북촌박물관,서울,종로구,박물관,사립,2종,O,서울-사립21-2012-03호,서울특별시 종로구 북촌로 39,02-766-8402,https://bukchonmuseum.modoo.at,2012.03.08,5103.0,162.0,201.0,26.1,1.0,matched,name_exact,1.0,765,북촌박물관,박물관,76,https://www.mcst.go.kr/site/s_policy/dept/deptView.jsp?pDataCD=0417000000&pSeq=2078&pType=
